Year,Country,Issued,Refused,Withdrawn
2020,Afghanistan,14.0,0.0,1.0
2020,Albania,29.0,1.0,1.0
2020,Algeria,13.0,0.0,1.0
2020,Angola,1.0,0.0,0.0
2020,Argentina,61.0,4.0,0.0
2020,Armenia,13.0,0.0,1.0
2020,Australia,98.0,12.0,10.0
2020,Azerbaijan,7.0,0.0,0.0
2020,Bahamas,1.0,0.0,0.0
2020,Bahrain,2.0,0.0,0.0
2020,Bangladesh,51.0,9.0,3.0
2020,Barbados,2.0,1.0,0.0
2020,Belarus,23.0,1.0,0.0
2020,Bolivia,11.0,1.0,0.0
2020,Bosnia and Herzegovina,15.0,2.0,0.0
2020,Botswana,7.0,0.0,2.0
2020,Brazil,1799.0,226.0,80.0
2020,Brunei,6.0,0.0,0.0
2020,Cambodia,1.0,0.0,1.0
2020,Cameroon,5.0,1.0,0.0
2020,Canada,282.0,6.0,7.0
2020,Chile,21.0,3.0,0.0
2020,China,907.0,80.0,47.0
2020,Colombia,24.0,1.0,0.0
2020,Congo,1.0,0.0,0.0
2020,Costa Rica,17.0,3.0,0.0
2020,Cuba,3.0,0.0,1.0
2020,Côte d'Ivoire,1.0,0.0,0.0
2020,DR Congo,4.0,0.0,1.0
2020,Dominica,1.0,0.0,0.0
2020,Dominican Republic,3.0,0.0,0.0
2020,Ecuador,4.0,0.0,0.0
2020,Egypt,282.0,14.0,24.0
2020,El Salvador,1.0,1.0,0.0
2020,Equatorial Guinea,1.0,0.0,0.0
2020,Eritrea,1.0,0.0,0.0
2020,Eswatini,5.0,1.0,0.0
2020,Ethiopia,3.0,0.0,0.0
2020,Gambia,1.0,0.0,0.0
2020,Georgia,4.0,0.0,0.0
2020,Ghana,22.0,2.0,4.0
2020,Greece,1.0,0.0,0.0
2020,Guatemala,1.0,0.0,1.0
2020,Haiti,4.0,0.0,0.0
2020,Honduras,5.0,1.0,0.0
2020,India,5565.0,189.0,172.0
2020,Indonesia,34.0,2.0,1.0
2020,Iran,39.0,3.0,1.0
2020,Iraq,51.0,2.0,3.0
2020,Israel,83.0,1.0,3.0
2020,Jamaica,4.0,6.0,2.0
2020,Japan,114.0,4.0,0.0
2020,Jordan,42.0,1.0,0.0
2020,Kazakhstan,16.0,2.0,1.0
2020,Kenya,23.0,0.0,0.0
2020,Kuwait,1.0,0.0,0.0
2020,Kyrgyzstan,1.0,0.0,0.0
2020,Lebanon,52.0,1.0,1.0
2020,Lesotho,1.0,0.0,0.0
2020,Libya,36.0,3.0,0.0
2020,Lithuania,1.0,0.0,0.0
2020,Malawi,4.0,0.0,0.0
2020,Malaysia,483.0,27.0,16.0
2020,Mauritius,29.0,11.0,0.0
2020,Mexico,86.0,23.0,6.0
2020,Moldova,41.0,1.0,1.0
2020,Mongolia,1.0,2.0,0.0
2020,Montenegro,1.0,0.0,0.0
2020,Morocco,31.0,1.0,1.0
2020,Mozambique,1.0,0.0,0.0
2020,Myanmar,4.0,0.0,0.0
2020,Namibia,6.0,0.0,0.0
2020,Nepal,95.0,10.0,8.0
2020,New Zealand,60.0,6.0,5.0
2020,Nicaragua,1.0,0.0,0.0
2020,Nigeria,300.0,26.0,23.0
2020,North Macedonia,35.0,0.0,0.0
2020,Oman,9.0,2.0,0.0
2020,Pakistan,978.0,34.0,38.0
2020,Panama,4.0,0.0,0.0
2020,Paraguay,0.0,1.0,0.0
2020,Peru,11.0,0.0,0.0
2020,Philippines,684.0,52.0,29.0
2020,Qatar,0.0,1.0,1.0
2020,Russia,205.0,9.0,3.0
2020,Saint Kitts & Nevis,1.0,0.0,0.0
2020,Saudi Arabia,35.0,1.0,1.0
2020,Senegal,4.0,3.0,1.0
2020,Serbia,154.0,4.0,5.0
2020,Seychelles,0.0,1.0,0.0
2020,Singapore,32.0,2.0,3.0
2020,Somalia,3.0,0.0,1.0
2020,South Africa,525.0,42.0,41.0
2020,South Korea,49.0,7.0,2.0
2020,Sri Lanka,68.0,7.0,3.0
2020,St. Vincent & Grenadines,1.0,0.0,0.0
2020,State of Palestine,12.0,0.0,0.0
2020,Sudan,654.0,4.0,24.0
2020,Syria,30.0,0.0,1.0
2020,Tajikistan,1.0,0.0,0.0
2020,Tanzania,2.0,0.0,0.0
2020,Thailand,25.0,3.0,4.0
2020,Trinidad and Tobago,33.0,2.0,1.0
2020,Tunisia,16.0,0.0,0.0
2020,Turkey,271.0,8.0,9.0
2020,Uganda,5.0,1.0,0.0
2020,Ukraine,353.0,19.0,10.0
2020,United Arab Emirates,3.0,0.0,0.0
2020,United Kingdom,1.0,1.0,0.0
2020,United States,871.0,43.0,42.0
2020,Uruguay,8.0,2.0,0.0
2020,Uzbekistan,2.0,0.0,0.0
2020,Venezuela,37.0,5.0,0.0
2020,Vietnam,155.0,7.0,3.0
2020,Yemen,7.0,0.0,0.0
2020,Zambia,6.0,0.0,0.0
2020,Zimbabwe,165.0,4.0,9.0
