id_country,Year,Country,Issued,Refused,Withdrawn
2009Albania,2009,Albania,6,2,0
2009Algeria,2009,Algeria,18,9,1
2009Argentina,2009,Argentina,25,8,2
2009Armenia,2009,Armenia,2,0,0
2009Australia,2009,Australia,193,35,4
2009Azerbaijan,2009,Azerbaijan,1,0,0
2009Bahrain,2009,Bahrain,11,1,0
2009Bangladesh,2009,Bangladesh,180,79,14
2009Barbados,2009,Barbados,1,0,0
2009Belarus,2009,Belarus,56,23,2
2009Bolivia,2009,Bolivia,1,0,0
2009Bosnia_and_Herzegovina,2009,Bosnia and Herzegovina,5,7,1
2009Botswana,2009,Botswana,27,9,1
2009Brazil,2009,Brazil,297,136,23
2009Bulgaria,2009,Bulgaria,29,2,0
2009Burundi,2009,Burundi,1,0,0
2009Cameroon,2009,Cameroon,3,3,0
2009Canada,2009,Canada,135,16,6
2009Chile,2009,Chile,8,4,0
2009China,2009,China,439,218,12
2009Colombia,2009,Colombia,5,3,0
2009Costa_Rica,2009,Costa Rica,4,0,0
2009Croatia,2009,Croatia,24,7,1
2009Cuba,2009,Cuba,1,0,0
2009Ecuador,2009,Ecuador,1,0,0
2009Egypt,2009,Egypt,39,11,1
2009Estonia,2009,Estonia,0,1,0
2009Ethiopia,2009,Ethiopia,9,3,0
2009Fiji,2009,Fiji,1,0,0
2009Gambia,2009,Gambia,1,1,0
2009Georgia,2009,Georgia,3,2,0
2009Ghana,2009,Ghana,1,2,0
2009Guyana,2009,Guyana,3,0,0
2009Honduras,2009,Honduras,3,0,0
2009India,2009,India,1789,213,54
2009Indonesia,2009,Indonesia,3,5,0
2009Iran,2009,Iran,12,5,2
2009Iraq,2009,Iraq,3,2,0
2009Israel,2009,Israel,26,1,0
2009Jamaica,2009,Jamaica,1,2,0
2009Japan,2009,Japan,50,4,0
2009Jordan,2009,Jordan,19,1,1
2009Kazakhstan,2009,Kazakhstan,2,0,0
2009Kenya,2009,Kenya,12,11,0
2009Kuwait,2009,Kuwait,3,0,0
2009Kyrgyzstan,2009,Kyrgyzstan,4,1,0
2009Latvia,2009,Latvia,8,6,1
2009Lebanon,2009,Lebanon,9,2,0
2009Libya,2009,Libya,2,3,0
2009Malawi,2009,Malawi,2,0,0
2009Malaysia,2009,Malaysia,463,82,18
2009Maldives,2009,Maldives,2,0,0
2009Mauritania,2009,Mauritania,1,2,0
2009Mauritius,2009,Mauritius,51,13,0
2009Mexico,2009,Mexico,14,3,0
2009Moldova,2009,Moldova,123,40,3
2009Mongolia,2009,Mongolia,5,3,0
2009Montenegro,2009,Montenegro,8,2,1
2009Morocco,2009,Morocco,35,5,3
2009Myanmar,2009,Myanmar,5,7,2
2009Nepal,2009,Nepal,36,10,7
2009New_Zealand,2009,New Zealand,127,34,4
2009Niger,2009,Niger,0,0,1
2009Nigeria,2009,Nigeria,57,16,2
2009North_Macedonia,2009,North Macedonia,1,1,0
2009Oman,2009,Oman,4,0,0
2009Others,2009,Others,1,0,0
2009Pakistan,2009,Pakistan,194,96,14
2009Paraguay,2009,Paraguay,1,0,0
2009Peru,2009,Peru,2,2,1
2009Philippines,2009,Philippines,1426,294,58
2009Poland,2009,Poland,1,0,0
2009Romania,2009,Romania,196,38,8
2009Russia,2009,Russia,70,27,2
2009Samoa,2009,Samoa,4,1,0
2009Saudi_Arabia,2009,Saudi Arabia,1,0,0
2009Senegal,2009,Senegal,1,0,0
2009Serbia,2009,Serbia,17,3,0
2009Seychelles,2009,Seychelles,3,0,0
2009Sierra_Leone,2009,Sierra Leone,1,0,0
2009Singapore,2009,Singapore,19,1,0
2009Solomon_Islands,2009,Solomon Islands,1,0,0
2009South_Africa,2009,South Africa,406,87,20
2009South_Korea,2009,South Korea,28,3,0
2009Sri_Lanka,2009,Sri Lanka,55,15,4
2009State_of_Palestine,2009,State of Palestine,0,1,0
2009Sudan,2009,Sudan,10,2,2
2009Syria,2009,Syria,5,3,0
2009Tanzania,2009,Tanzania,5,1,1
2009Thailand,2009,Thailand,146,60,13
2009Timor-Leste,2009,Timor-Leste,1,0,0
2009Tonga,2009,Tonga,2,1,0
2009Trinidad_and_Tobago,2009,Trinidad and Tobago,15,2,0
2009Tunisia,2009,Tunisia,8,6,0
2009Turkey,2009,Turkey,43,18,125
2009Turkmenistan,2009,Turkmenistan,1,0,0
2009Uganda,2009,Uganda,1,0,0
2009Ukraine,2009,Ukraine,248,116,12
2009United_Arab_Emirates,2009,United Arab Emirates,12,0,0
2009United_States,2009,United States,553,54,12
2009Uruguay,2009,Uruguay,2,0,0
2009Uzbekistan,2009,Uzbekistan,1,1,0
2009Venezuela,2009,Venezuela,3,1,2
2009Vietnam,2009,Vietnam,18,2,0
2009Yemen,2009,Yemen,1,0,0
2009Zambia,2009,Zambia,5,0,0
2009Zimbabwe,2009,Zimbabwe,45,10,1
