Year,Country,Issued,Refused,Withdrawn
2024,Afghanistan,16.0,0.0,1.0
2024,Albania,38.0,5.0,0.0
2024,Algeria,35.0,6.0,0.0
2024,Angola,3.0,0.0,0.0
2024,Antigua and Barbuda,2.0,0.0,0.0
2024,Argentina,123.0,16.0,6.0
2024,Armenia,12.0,1.0,1.0
2024,Australia,141.0,3.0,9.0
2024,Azerbaijan,7.0,0.0,1.0
2024,Bahamas,0.0,1.0,0.0
2024,Bahrain,5.0,0.0,1.0
2024,Bangladesh,210.0,35.0,6.0
2024,Barbados,1.0,0.0,0.0
2024,Belarus,33.0,3.0,0.0
2024,Belize,1.0,0.0,0.0
2024,Bolivia,94.0,18.0,2.0
2024,Bosnia and Herzegovina,12.0,5.0,1.0
2024,Botswana,118.0,9.0,1.0
2024,Brazil,4553.0,618.0,108.0
2024,Brunei,9.0,0.0,1.0
2024,Burkina Faso,1.0,0.0,0.0
2024,Burundi,1.0,0.0,0.0
2024,Cambodia,33.0,0.0,0.0
2024,Cameroon,26.0,2.0,0.0
2024,Canada,248.0,11.0,9.0
2024,Chile,159.0,27.0,4.0
2024,China,2133.0,99.0,38.0
2024,Colombia,107.0,4.0,5.0
2024,Comoros,1.0,0.0,0.0
2024,Congo,10.0,0.0,0.0
2024,Costa Rica,52.0,8.0,1.0
2024,Cuba,5.0,0.0,0.0
2024,Côte d'Ivoire,4.0,0.0,0.0
2024,DR Congo,9.0,0.0,1.0
2024,Dominica,1.0,0.0,0.0
2024,Dominican Republic,5.0,1.0,0.0
2024,Ecuador,12.0,0.0,0.0
2024,Egypt,314.0,11.0,5.0
2024,El Salvador,44.0,7.0,2.0
2024,Equatorial Guinea,1.0,0.0,0.0
2024,Eritrea,1.0,0.0,0.0
2024,Eswatini,10.0,1.0,0.0
2024,Ethiopia,14.0,1.0,0.0
2024,Fiji,2.0,0.0,0.0
2024,Gabon,1.0,0.0,0.0
2024,Gambia,3.0,0.0,0.0
2024,Georgia,15.0,4.0,0.0
2024,Ghana,352.0,19.0,6.0
2024,Grenada,2.0,0.0,0.0
2024,Guatemala,11.0,1.0,0.0
2024,Guinea,3.0,0.0,0.0
2024,Guyana,14.0,4.0,0.0
2024,Haiti,1.0,0.0,0.0
2024,Honduras,27.0,5.0,0.0
2024,India,13566.0,493.0,340.0
2024,Indonesia,91.0,9.0,4.0
2024,Iran,103.0,4.0,3.0
2024,Iraq,14.0,0.0,0.0
2024,Ireland,0.0,0.0,1.0
2024,Israel,321.0,0.0,7.0
2024,Jamaica,6.0,0.0,0.0
2024,Japan,199.0,3.0,6.0
2024,Jordan,50.0,2.0,4.0
2024,Kazakhstan,27.0,2.0,0.0
2024,Kenya,198.0,12.0,2.0
2024,Kuwait,3.0,1.0,0.0
2024,Kyrgyzstan,9.0,1.0,1.0
2024,Laos,1.0,0.0,0.0
2024,Latvia,1.0,0.0,0.0
2024,Lebanon,65.0,3.0,1.0
2024,Lesotho,12.0,1.0,1.0
2024,Libya,9.0,0.0,2.0
2024,Malawi,33.0,0.0,1.0
2024,Malaysia,662.0,31.0,20.0
2024,Maldives,1.0,0.0,0.0
2024,Mali,2.0,0.0,0.0
2024,Mauritius,38.0,4.0,3.0
2024,Mexico,427.0,50.0,8.0
2024,Moldova,37.0,4.0,3.0
2024,Mongolia,72.0,9.0,0.0
2024,Morocco,88.0,6.0,2.0
2024,Mozambique,5.0,0.0,0.0
2024,Myanmar,15.0,0.0,2.0
2024,Namibia,10.0,0.0,0.0
2024,Nepal,357.0,34.0,6.0
2024,New Zealand,90.0,8.0,2.0
2024,Nicaragua,3.0,1.0,0.0
2024,Nigeria,974.0,95.0,34.0
2024,North Korea,1.0,0.0,1.0
2024,North Macedonia,13.0,0.0,1.0
2024,Norway,1.0,0.0,0.0
2024,Oman,16.0,1.0,0.0
2024,Pakistan,1742.0,115.0,82.0
2024,Panama,14.0,4.0,0.0
2024,Paraguay,24.0,2.0,0.0
2024,Peru,20.0,1.0,1.0
2024,Philippines,4049.0,167.0,71.0
2024,Russia,362.0,7.0,10.0
2024,Rwanda,4.0,0.0,0.0
2024,Saint Kitts & Nevis,2.0,0.0,0.0
2024,Saudi Arabia,19.0,2.0,2.0
2024,Senegal,4.0,0.0,0.0
2024,Serbia,49.0,13.0,2.0
2024,Seychelles,3.0,1.0,0.0
2024,Sierra Leone,5.0,0.0,0.0
2024,Singapore,71.0,2.0,2.0
2024,Somalia,4.0,0.0,0.0
2024,South Africa,1631.0,133.0,53.0
2024,South Korea,169.0,2.0,2.0
2024,Sri Lanka,633.0,38.0,23.0
2024,State of Palestine,28.0,0.0,0.0
2024,Sudan,332.0,8.0,38.0
2024,Syria,18.0,2.0,2.0
2024,Tanzania,25.0,0.0,2.0
2024,Thailand,472.0,39.0,3.0
2024,Togo,1.0,0.0,0.0
2024,Trinidad and Tobago,20.0,0.0,1.0
2024,Tunisia,61.0,1.0,0.0
2024,Turkey,430.0,26.0,9.0
2024,Turkmenistan,2.0,0.0,0.0
2024,Uganda,72.0,4.0,0.0
2024,Ukraine,141.0,19.0,8.0
2024,United Arab Emirates,2.0,0.0,0.0
2024,United Kingdom,1.0,1.0,0.0
2024,United States,1119.0,52.0,38.0
2024,Uruguay,20.0,5.0,0.0
2024,Uzbekistan,4.0,0.0,0.0
2024,Vanuatu,12.0,1.0,0.0
2024,Venezuela,23.0,1.0,2.0
2024,Vietnam,252.0,17.0,13.0
2024,Yemen,4.0,0.0,0.0
2024,Zambia,20.0,0.0,0.0
2024,Zimbabwe,971.0,94.0,36.0
